COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,CHURN
zero,43721,136,0,217827,139,16,13,avg,little,considering,LEAVE
zero,155420,171,79,361075,824,13,1,very_sat,very_little,actively_looking_into_it,LEAVE
zero,66511,77,0,601823,371,3,1,avg,very_high,never_thought,STAY
one,88660,0,22,930623,348,0,6,avg,high,considering,STAY
zero,128255,144,0,508749,462,19,12,very_unsat,little,considering,LEAVE
zero,117736,0,0,261490,792,1,13,very_sat,little,considering,LEAVE
zero,73898,276,0,776827,258,17,8,sat,little,perhaps,STAY
one,42313,0,9,896754,229,1,6,very_unsat,very_little,perhaps,STAY
one,146815,0,56,260321,290,0,2,very_sat,little,considering,STAY
one,61131,200,66,928840,382,20,1,very_sat,very_high,no,STAY
zero,82673,0,0,506980,366,0,10,very_sat,very_little,considering,LEAVE
one,132181,0,64,629528,893,4,2,very_unsat,little,actively_looking_into_it,LEAVE
one,110515,216,37,811576,852,13,2,avg,very_high,actively_looking_into_it,LEAVE
one,91738,0,83,165828,257,0,1,very_sat,little,never_thought,LEAVE
zero,90568,58,82,311731,390,5,2,very_unsat,high,actively_looking_into_it,LEAVE
zero,31370,39,46,276112,225,3,1,unsat,high,no,LEAVE
one,30951,0,0,886100,172,29,15,very_unsat,high,no,STAY
zero,32885,0,81,788936,143,0,1,avg,high,considering,STAY
zero,136149,81,19,499112,538,3,2,very_sat,little,considering,LEAVE
zero,96216,205,14,305440,270,27,4,very_unsat,high,considering,LEAVE
one,102751,184,79,568619,462,22,1,very_unsat,very_little,no,LEAVE
zero,74119,0,10,939114,259,5,5,very_sat,very_little,considering,STAY
one,71100,194,0,571290,254,28,9,very_unsat,very_high,actively_looking_into_it,LEAVE
zero,154906,55,0,166624,858,4,14,very_unsat,very_little,considering,LEAVE
one,77311,0,21,504218,349,0,5,very_unsat,little,considering,STAY
one,70428,193,37,700747,382,0,1,unsat,little,no,STAY
one,24021,32,32,957074,241,3,1,very_unsat,avg,no,STAY
one,29069,0,57,370641,209,0,1,very_unsat,little,considering,LEAVE
zero,44986,76,0,961508,169,3,9,very_sat,little,no,STAY
one,76459,0,0,205707,267,0,9,very_unsat,little,never_thought,STAY
zero,53983,228,0,360422,325,23,14,avg,very_high,no,LEAVE
zero,46858,0,16,901635,154,0,5,very_unsat,little,considering,STAY
zero,156086,190,0,559420,815,23,15,very_sat,little,considering,STAY
one,77395,73,6,441880,268,5,4,very_sat,little,no,STAY
one,154011,150,8,371611,627,29,4,very_unsat,very_little,never_thought,LEAVE
zero,89160,184,0,660051,349,29,14,unsat,high,no,STAY
one,22280,61,86,251341,158,3,1,very_unsat,very_little,no,LEAVE
one,143898,86,12,865855,824,3,5,very_unsat,very_high,considering,LEAVE
one,99246,0,0,439443,390,0,2,very_unsat,very_high,never_thought,STAY
one,71627,231,0,395723,379,12,13,unsat,very_little,actively_looking_into_it,STAY
one,32787,198,67,188274,185,18,2,very_unsat,avg,actively_looking_into_it,LEAVE
zero,132457,78,75,489880,184,5,1,very_unsat,very_high,considering,LEAVE
zero,27888,176,0,242119,228,28,6,unsat,high,considering,LEAVE
one,120736,0,56,824267,856,1,1,unsat,very_high,considering,STAY
one,89977,181,33,860575,287,26,2,very_unsat,high,considering,STAY
zero,111467,0,24,569814,650,1,5,very_unsat,little,never_thought,STAY
zero,110096,209,30,497119,784,22,2,very_sat,very_high,considering,LEAVE
one,22830,56,0,443273,165,4,14,unsat,high,considering,LEAVE
zero,48266,69,0,731877,633,4,11,very_unsat,little,considering,STAY
one,121818,0,19,385469,174,0,6,very_sat,little,perhaps,STAY
zero,35693,192,0,428203,193,16,10,very_sat,little,considering,LEAVE
zero,58976,0,41,544956,302,1,1,very_unsat,little,considering,STAY
one,54783,46,39,176731,311,14,1,unsat,very_high,actively_looking_into_it,LEAVE
one,115824,256,29,833829,640,0,1,very_unsat,little,considering,LEAVE
one,158668,54,0,671713,488,3,14,very_sat,very_high,considering,STAY
zero,134958,187,31,875853,350,19,1,very_unsat,little,never_thought,LEAVE
one,96636,40,10,318748,367,3,11,unsat,very_high,considering,STAY
zero,150278,0,52,276132,897,0,1,very_unsat,avg,actively_looking_into_it,LEAVE
zero,53411,70,53,794095,293,5,1,very_sat,very_little,actively_looking_into_it,LEAVE
one,61663,0,27,712572,285,1,1,very_sat,avg,no,STAY
zero,45288,75,0,572474,149,3,13,very_unsat,very_high,no,LEAVE
zero,156608,0,0,428852,604,1,11,very_sat,very_little,considering,LEAVE
one,77722,48,8,790207,360,3,6,very_sat,high,considering,STAY
one,20100,191,12,740368,196,27,4,very_unsat,very_little,perhaps,LEAVE
zero,143059,186,87,616319,761,12,1,unsat,very_high,never_thought,LEAVE
zero,154115,203,0,365119,468,24,13,very_sat,very_high,perhaps,LEAVE
zero,64377,148,21,403102,347,10,10,very_sat,very_high,actively_looking_into_it,STAY
one,129124,0,12,331940,707,0,6,unsat,very_high,actively_looking_into_it,STAY
one,81553,79,0,555290,255,15,14,very_unsat,little,never_thought,LEAVE
zero,129825,0,13,745651,740,1,6,avg,very_high,considering,STAY
one,137189,0,8,474622,438,1,4,very_sat,very_little,considering,STAY
zero,153679,53,36,713707,860,3,1,sat,very_high,perhaps,LEAVE
one,22692,25,16,219148,195,5,4,very_unsat,little,actively_looking_into_it,STAY
one,148739,210,16,309014,521,14,4,very_sat,high,considering,LEAVE
one,60200,0,13,272377,331,0,6,very_unsat,high,no,STAY
zero,102926,0,9,197486,504,0,4,very_unsat,little,no,STAY
one,38606,87,13,228957,328,3,4,very_sat,very_high,considering,STAY
one,31994,168,19,846045,158,10,6,unsat,very_high,considering,STAY
one,39887,177,9,382767,135,18,6,unsat,high,actively_looking_into_it,LEAVE
zero,137010,203,29,224693,217,17,9,very_unsat,very_little,perhaps,STAY
one,30857,256,66,339252,146,22,2,unsat,little,no,LEAVE
one,125916,44,68,259653,416,3,12,very_unsat,little,considering,LEAVE
zero,57924,0,0,767493,396,0,12,avg,little,never_thought,STAY
zero,21357,0,0,284228,221,0,12,unsat,very_high,no,STAY
one,29253,159,8,188474,186,21,4,very_unsat,very_high,actively_looking_into_it,LEAVE
one,74401,0,23,390979,331,5,9,avg,little,never_thought,STAY
zero,25418,61,44,246240,131,4,2,very_unsat,little,no,STAY
zero,29731,0,49,260238,235,0,2,very_sat,little,considering,STAY
zero,26274,57,0,205309,209,3,14,very_sat,high,considering,LEAVE
one,78585,41,52,216524,295,4,2,very_unsat,very_little,no,STAY
one,141257,0,81,943156,773,1,1,unsat,very_high,considering,STAY
one,59535,246,84,958893,378,24,2,very_unsat,very_little,considering,STAY
zero,143095,238,19,161332,536,15,4,very_unsat,high,considering,LEAVE
one,30840,229,14,845586,143,26,5,unsat,little,actively_looking_into_it,LEAVE
one,90549,238,68,774264,256,12,2,avg,very_high,considering,STAY
zero,71481,0,0,542775,168,0,11,very_unsat,little,considering,STAY
zero,114312,54,0,254128,402,5,12,avg,very_high,considering,STAY
zero,87906,0,0,288091,345,1,14,unsat,avg,never_thought,LEAVE
zero,31381,163,28,615243,192,17,1,very_unsat,little,no,STAY
one,125179,215,0,511961,423,25,8,very_unsat,very_little,actively_looking_into_it,STAY
one,145101,0,0,275198,776,0,12,very_sat,little,considering,LEAVE
zero,122345,55,80,691349,840,26,2,very_unsat,little,actively_looking_into_it,STAY
one,148449,0,15,569543,709,0,6,very_sat,little,actively_looking_into_it,STAY
one,23665,67,14,679711,131,12,6,very_sat,very_little,never_thought,LEAVE
one,56274,194,0,813173,398,12,9,very_unsat,very_high,actively_looking_into_it,LEAVE
zero,117273,55,0,894425,588,5,9,unsat,little,actively_looking_into_it,STAY
one,56014,92,8,287083,354,3,4,unsat,little,actively_looking_into_it,LEAVE
zero,121259,68,18,513933,819,4,4,very_unsat,little,considering,LEAVE
one,54258,65,0,204622,297,3,8,avg,very_little,actively_looking_into_it,LEAVE
zero,150285,214,80,471631,804,27,2,very_sat,little,considering,LEAVE
one,40482,0,69,676969,240,1,2,very_sat,little,considering,STAY
one,90536,256,75,612136,157,1,1,very_unsat,very_little,considering,STAY
one,35672,0,79,256206,163,1,2,very_sat,little,considering,LEAVE
one,152943,53,0,193426,502,5,10,avg,very_little,actively_looking_into_it,LEAVE
zero,101183,0,0,393750,755,0,12,very_unsat,very_little,no,STAY
zero,87529,0,37,861021,364,1,2,very_sat,little,considering,STAY
zero,22390,230,9,486127,173,29,6,very_unsat,little,considering,LEAVE
zero,33984,67,0,170544,687,3,14,very_sat,very_high,considering,LEAVE
one,42602,46,0,205758,527,3,8,unsat,little,no,LEAVE
zero,156742,220,79,176488,883,25,13,very_unsat,very_high,considering,LEAVE
one,44193,230,60,693935,156,18,4,very_sat,high,never_thought,STAY
zero,48324,203,80,180494,144,21,2,very_sat,very_little,considering,LEAVE
zero,26638,0,14,518080,189,0,6,unsat,very_high,actively_looking_into_it,STAY
zero,103802,58,0,946225,712,4,10,unsat,very_high,no,STAY
one,136709,0,0,796456,602,1,10,very_unsat,little,no,LEAVE
one,137061,51,24,830341,715,4,5,very_unsat,very_high,actively_looking_into_it,LEAVE
zero,31799,0,9,724523,212,3,6,very_unsat,little,considering,STAY
one,81269,64,36,640913,335,3,2,very_sat,very_high,considering,LEAVE
one,20525,203,49,639303,159,0,1,unsat,little,no,STAY
one,33528,55,0,563793,240,3,13,unsat,very_little,actively_looking_into_it,LEAVE
one,148856,149,13,850064,717,1,5,very_sat,little,never_thought,LEAVE
one,37570,0,0,769104,248,1,15,very_unsat,very_high,perhaps,STAY
one,40407,62,79,564536,178,5,1,very_unsat,very_little,actively_looking_into_it,LEAVE
zero,96269,145,0,384671,378,17,15,unsat,very_little,considering,LEAVE
one,94920,0,0,197388,264,1,15,avg,very_high,considering,LEAVE
zero,155598,0,38,892266,612,3,2,very_unsat,little,no,LEAVE
one,22572,52,0,929289,654,4,14,very_unsat,very_little,no,STAY
zero,62259,54,43,928387,393,3,2,unsat,avg,never_thought,STAY
one,52247,241,0,171176,268,27,8,unsat,very_high,considering,LEAVE
one,20423,0,84,973992,272,0,2,very_sat,little,actively_looking_into_it,STAY
zero,111981,0,18,694059,673,0,6,very_sat,very_little,considering,STAY
zero,141993,0,87,203638,614,1,2,very_unsat,high,considering,STAY
one,22116,0,85,659804,141,0,2,very_sat,little,never_thought,STAY
one,151163,210,60,364312,898,17,2,sat,very_little,considering,STAY
zero,36163,0,29,279257,158,1,1,very_unsat,little,actively_looking_into_it,LEAVE
one,152816,44,36,218922,494,3,2,sat,little,considering,LEAVE
zero,151529,164,30,260185,475,28,2,very_unsat,very_high,considering,LEAVE
zero,71339,67,58,783752,294,3,2,very_sat,little,perhaps,STAY
one,145512,54,18,954831,459,3,6,very_unsat,high,no,LEAVE
zero,25030,41,0,263341,343,5,2,very_sat,very_high,actively_looking_into_it,STAY
zero,119402,0,0,480766,608,1,11,very_unsat,very_little,actively_looking_into_it,LEAVE
zero,137171,0,10,508738,694,0,5,unsat,very_high,actively_looking_into_it,STAY
one,29989,0,0,870780,822,0,14,very_unsat,high,never_thought,STAY
one,66210,194,0,523975,276,19,15,avg,very_little,actively_looking_into_it,LEAVE
one,138081,140,0,968374,528,18,10,avg,very_high,considering,LEAVE
one,67188,72,77,162096,756,4,1,avg,very_little,actively_looking_into_it,STAY
zero,28359,38,0,152899,196,5,13,unsat,very_high,considering,STAY
one,93909,213,0,983262,365,20,12,very_unsat,very_little,no,STAY
one,82032,195,0,365638,294,3,13,very_unsat,high,actively_looking_into_it,LEAVE
one,22590,217,33,789335,289,23,1,unsat,avg,considering,LEAVE
one,42496,57,81,816468,217,5,2,avg,little,considering,STAY
one,32738,191,5,864273,221,10,5,unsat,little,actively_looking_into_it,STAY
zero,122042,151,71,306548,493,28,2,very_sat,high,considering,LEAVE
one,129791,0,0,659672,528,0,9,unsat,little,considering,LEAVE
zero,29650,0,6,675998,181,24,6,very_unsat,very_little,no,STAY
zero,40391,25,0,235057,221,24,1,unsat,little,considering,LEAVE
zero,150377,54,0,220233,654,5,9,avg,very_high,considering,LEAVE
zero,32632,193,0,298609,179,14,15,very_sat,very_high,considering,LEAVE
zero,74808,161,28,165329,453,19,1,very_unsat,little,never_thought,STAY
zero,32249,182,0,926444,197,10,11,very_unsat,avg,perhaps,STAY
zero,115239,0,19,178002,561,1,4,very_unsat,very_little,never_thought,STAY
zero,34126,0,0,871684,219,0,15,unsat,avg,actively_looking_into_it,STAY
zero,62488,77,24,625717,278,5,9,very_unsat,very_high,considering,STAY
one,45132,42,0,307647,430,5,10,very_unsat,little,actively_looking_into_it,LEAVE
zero,151933,69,13,721580,758,4,5,unsat,little,no,LEAVE
one,67690,0,60,249153,302,1,2,very_unsat,high,no,LEAVE
zero,117399,0,0,267004,804,1,15,very_sat,very_high,no,LEAVE
zero,123061,0,0,271233,727,0,10,very_unsat,very_high,actively_looking_into_it,STAY
zero,75160,45,24,176206,260,0,4,very_sat,very_high,considering,LEAVE
zero,138911,193,0,947805,862,26,15,avg,very_little,never_thought,LEAVE
zero,64213,0,35,829036,386,0,2,very_unsat,very_high,no,STAY
zero,117039,0,0,385143,877,0,9,very_unsat,very_high,actively_looking_into_it,LEAVE
zero,139179,0,9,853511,644,1,6,very_unsat,very_high,never_thought,STAY
one,99297,177,0,507579,446,19,8,very_sat,very_little,perhaps,LEAVE
one,54835,54,38,171550,256,3,1,unsat,little,considering,STAY
one,146090,0,51,628918,674,0,1,very_unsat,very_little,considering,STAY
one,93526,92,26,388036,389,4,2,very_sat,very_high,considering,STAY
zero,139553,0,0,399315,834,0,15,very_sat,little,considering,STAY
one,93287,69,0,572654,685,4,9,avg,little,no,STAY
one,53134,62,49,361624,269,5,2,very_unsat,little,actively_looking_into_it,STAY
zero,94167,61,54,913781,261,5,1,very_sat,very_little,considering,STAY
one,106809,43,6,199932,436,4,5,very_unsat,high,no,STAY
one,134219,0,0,729139,663,1,13,very_unsat,very_high,no,STAY
zero,49482,51,0,983310,138,4,12,very_unsat,very_little,no,STAY
zero,37989,78,85,593626,225,4,1,unsat,very_little,actively_looking_into_it,STAY
one,21910,150,0,356072,208,15,13,unsat,very_little,considering,LEAVE
zero,82646,180,0,600714,284,22,15,unsat,little,no,STAY
zero,132258,52,0,235213,496,5,11,very_unsat,very_little,no,STAY
one,98587,64,67,720722,293,5,2,avg,little,never_thought,STAY
one,127353,217,0,941708,855,23,13,very_sat,little,no,LEAVE
one,30327,203,22,759411,149,23,5,very_unsat,little,no,STAY
one,57292,87,33,421291,398,4,1,very_unsat,very_high,no,LEAVE
one,20993,0,0,723889,194,0,1,very_sat,very_high,considering,STAY
one,39654,72,28,951514,225,5,2,unsat,very_little,no,LEAVE
one,117479,65,0,270682,718,4,12,avg,little,actively_looking_into_it,STAY
zero,102824,242,14,580201,445,1,5,very_unsat,very_high,actively_looking_into_it,LEAVE
one,132825,59,0,544838,326,4,15,very_sat,little,considering,STAY
zero,118850,184,13,703453,899,24,6,avg,little,actively_looking_into_it,LEAVE
one,106582,150,58,710620,891,23,2,very_unsat,little,perhaps,LEAVE
zero,63148,0,13,309567,252,0,6,very_unsat,very_high,considering,LEAVE
zero,93897,228,18,234863,365,18,6,unsat,very_high,no,LEAVE
one,101048,59,8,883029,693,3,6,very_unsat,little,actively_looking_into_it,LEAVE
zero,68248,61,0,289962,267,4,12,avg,little,considering,LEAVE
zero,110387,175,89,204919,813,26,2,very_unsat,little,no,LEAVE
one,50939,76,13,587207,336,3,5,avg,little,considering,STAY
zero,21634,48,50,505301,234,5,2,very_unsat,very_high,actively_looking_into_it,LEAVE
one,40909,0,0,324249,145,0,11,very_unsat,very_high,perhaps,STAY
one,76704,0,43,631926,264,1,2,avg,high,considering,STAY
zero,137758,0,16,990947,634,0,5,sat,little,considering,STAY
one,90210,80,36,176533,270,3,4,very_unsat,very_high,considering,LEAVE
zero,26775,88,13,394999,171,5,5,very_unsat,very_little,considering,LEAVE
one,20470,0,16,876567,181,0,5,avg,high,considering,STAY
zero,56463,68,0,267782,292,3,6,very_unsat,very_high,considering,LEAVE
zero,55955,214,68,383177,298,11,1,very_unsat,little,considering,STAY
one,154164,224,73,213548,672,14,1,unsat,high,actively_looking_into_it,LEAVE
one,54583,202,0,889280,373,13,15,very_unsat,little,considering,STAY
zero,29616,45,10,536356,156,4,6,very_sat,little,no,LEAVE
zero,23719,60,0,397943,160,4,9,very_sat,very_little,actively_looking_into_it,LEAVE
one,30580,0,28,562324,153,0,2,unsat,little,considering,STAY
one,46954,0,0,735459,155,0,8,unsat,very_little,no,STAY
one,86570,0,0,375577,323,1,10,very_unsat,little,actively_looking_into_it,STAY
one,45031,180,38,469551,163,14,2,very_unsat,very_high,no,LEAVE
one,107677,155,23,154007,859,15,4,very_sat,little,no,LEAVE
one,118471,68,12,842847,659,4,5,very_sat,avg,considering,STAY
one,83921,0,87,181767,297,0,1,very_unsat,very_high,actively_looking_into_it,STAY
one,50613,85,11,376651,263,3,5,very_unsat,very_little,considering,LEAVE
one,20805,0,5,721242,181,0,4,very_unsat,very_little,actively_looking_into_it,STAY
one,40963,186,9,782542,195,10,5,very_sat,high,actively_looking_into_it,STAY
zero,74837,196,22,503230,330,12,9,very_sat,little,considering,LEAVE
one,126131,0,61,918462,724,1,2,very_unsat,very_little,no,LEAVE
zero,56570,0,35,436221,309,1,13,very_sat,little,actively_looking_into_it,LEAVE
one,81462,238,82,266999,190,12,1,very_unsat,avg,considering,STAY
zero,94549,99,50,249786,254,13,1,very_sat,little,no,LEAVE
one,41306,223,0,176972,202,22,12,very_unsat,avg,perhaps,STAY
one,37890,0,0,468617,235,0,15,very_unsat,high,no,LEAVE
one,152948,75,75,230783,863,4,2,avg,little,actively_looking_into_it,LEAVE
zero,79175,65,40,175419,257,5,2,unsat,little,considering,LEAVE
one,64791,72,16,156388,362,1,5,sat,little,considering,LEAVE
zero,149116,245,49,184421,862,12,2,very_unsat,little,considering,LEAVE
zero,24299,155,18,436047,133,29,5,very_unsat,very_high,never_thought,LEAVE
one,21225,230,7,570786,166,29,4,sat,very_little,no,LEAVE
zero,101578,91,31,278894,669,5,1,unsat,very_little,perhaps,LEAVE
zero,52444,0,0,159871,252,0,9,very_sat,little,actively_looking_into_it,LEAVE
one,81625,0,27,874122,134,0,1,very_unsat,very_high,actively_looking_into_it,STAY
one,65900,214,14,961585,313,0,5,very_unsat,very_high,no,LEAVE
one,24106,0,14,401126,217,1,5,avg,high,no,LEAVE
zero,33479,56,7,429199,142,4,5,very_sat,very_little,no,LEAVE
one,91244,43,0,861368,362,4,13,very_unsat,very_high,actively_looking_into_it,STAY
one,110816,190,19,963506,515,13,4,very_unsat,very_high,actively_looking_into_it,LEAVE
one,26292,227,0,286579,157,10,13,very_unsat,very_little,perhaps,LEAVE
zero,20381,0,23,981435,165,0,6,avg,little,considering,STAY
one,111892,0,75,778616,715,1,2,sat,little,no,LEAVE
one,157911,116,20,566307,598,13,5,avg,little,actively_looking_into_it,LEAVE
zero,123072,0,41,218987,577,0,6,unsat,little,actively_looking_into_it,STAY
one,94417,0,7,216074,338,0,6,unsat,little,no,STAY
zero,22070,0,13,341424,230,0,5,sat,little,considering,STAY
zero,82222,64,9,571656,288,3,1,sat,very_high,actively_looking_into_it,LEAVE
one,121353,62,86,181852,681,4,2,unsat,very_high,considering,LEAVE
zero,76816,0,40,871511,356,1,1,very_unsat,little,actively_looking_into_it,STAY
zero,88832,0,7,243935,370,0,4,unsat,little,considering,STAY
one,138601,58,5,170710,521,4,6,very_sat,high,considering,STAY
one,92434,241,0,890353,289,26,14,very_unsat,little,considering,STAY
one,86645,0,0,201931,345,1,13,very_sat,high,no,STAY
one,45225,0,10,190946,173,1,4,avg,very_high,no,STAY
zero,21301,259,18,406909,193,27,6,very_sat,very_high,considering,LEAVE
zero,122967,0,24,275245,483,1,5,very_unsat,very_high,actively_looking_into_it,STAY
zero,119676,59,64,453144,552,5,2,very_sat,very_high,considering,LEAVE
one,132749,0,0,249262,863,1,15,very_sat,little,considering,STAY
one,26656,0,16,793499,135,0,5,sat,very_high,actively_looking_into_it,STAY
zero,131619,0,0,480066,848,19,1,very_sat,high,perhaps,LEAVE
one,57679,47,89,377576,287,3,8,very_unsat,little,actively_looking_into_it,STAY
one,51412,0,22,265290,334,1,4,unsat,little,considering,STAY
one,132995,48,0,878088,673,4,2,very_sat,very_high,never_thought,STAY
zero,122406,0,0,520295,869,1,1,very_unsat,little,actively_looking_into_it,LEAVE
zero,72945,189,42,365485,254,11,2,unsat,very_high,never_thought,LEAVE
